Date,Channel,Campaign,Region,Audience,Budget,Impressions,Clicks,Conversions,Revenue,CTR,CVR,CPC,ROAS,ROI,Month,Month_Num,Quarter
2024-07-31,Social Media,Brand Awareness,South,25-34,1721,414906,25705,965,94572.1,6.2,3.75,0.07,54.95,5395.2,Jul,7,Q3
2024-08-01,Email,Black Friday,North,18-24,2219,145657,23289,2010,360034.06,15.99,8.63,0.1,162.25,16125.1,Aug,8,Q3
2024-08-02,Google Ads,New Year,Central,45-54,8038,2018775,66306,3644,386817.42,3.28,5.5,0.12,48.12,4712.4,Aug,8,Q3
2024-08-02,SEO,Brand Awareness,South,25-34,2177,115299,4492,328,32826.08,3.9,7.3,0.48,15.08,1407.9,Aug,8,Q3
2024-08-02,Email,Spring Launch,East,18-24,2269,184058,29412,2173,459617.76,15.98,7.39,0.08,202.56,20156.4,Aug,8,Q3
2024-08-03,Influencer,New Year,North,18-24,4840,1315940,106287,5907,622218.86,8.08,5.56,0.05,128.56,12755.8,Aug,8,Q3
2024-08-03,Email,Black Friday,Central,25-34,1496,161356,25288,1878,385319.84,15.67,7.43,0.06,257.57,25656.7,Aug,8,Q3
2024-08-03,Google Ads,Summer Sale,East,25-34,7736,1819006,59977,3711,355122.71,3.3,6.19,0.13,45.91,4490.5,Aug,8,Q3
2024-08-03,Influencer,Brand Awareness,East,45-54,13923,2777790,182147,9592,601437.12,6.56,5.27,0.08,43.2,4219.7,Aug,8,Q3
2024-08-04,Influencer,Brand Awareness,North,45-54,17390,1059947,94317,4530,964388.94,8.9,4.8,0.18,55.46,5445.7,Aug,8,Q3
2024-08-04,SEO,Summer Sale,South,18-24,4199,881573,33341,2134,131261.71,3.78,6.4,0.13,31.26,3026.0,Aug,8,Q3
2024-08-04,Email,Black Friday,North,25-34,2498,306137,43235,2951,431991.66,14.12,6.83,0.06,172.94,17193.5,Aug,8,Q3
2024-08-04,SEO,Spring Launch,South,35-44,969,168975,7317,579,109580.57,4.33,7.91,0.13,113.09,11208.6,Aug,8,Q3
2024-08-04,Google Ads,New Year,North,45-54,13456,2939484,90629,4771,932920.5,3.08,5.26,0.15,69.33,6833.1,Aug,8,Q3
2024-08-04,Google Ads,Summer Sale,Central,45-54,13998,3921263,105340,7432,602279.69,2.69,7.06,0.13,43.03,4202.6,Aug,8,Q3
2024-08-04,Social Media,Summer Sale,West,18-24,2031,503062,26634,1089,86359.59,5.29,4.09,0.08,42.52,4152.1,Aug,8,Q3
2024-08-04,Email,New Year,West,35-44,1915,255193,39825,3196,508311.29,15.61,8.03,0.05,265.44,26443.7,Aug,8,Q3
2024-08-05,Google Ads,Summer Sale,South,18-24,14748,4130885,209608,11765,2029661.12,5.07,5.61,0.07,137.62,13662.3,Aug,8,Q3
2024-08-05,SEO,Spring Launch,South,25-34,1163,82186,4366,311,53050.22,5.31,7.12,0.27,45.61,4461.5,Aug,8,Q3
2024-08-05,Email,Brand Awareness,North,25-34,2598,346160,53217,4414,462385.1,15.37,8.29,0.05,177.98,17697.7,Aug,8,Q3
2024-08-06,SEO,Brand Awareness,North,18-24,3171,936490,48491,3485,570991.3,5.18,7.19,0.07,180.07,17906.7,Aug,8,Q3
2024-08-06,Social Media,Brand Awareness,South,18-24,7460,976517,47364,1796,147067.51,4.85,3.79,0.16,19.71,1871.4,Aug,8,Q3
2024-08-07,Email,Brand Awareness,South,55+,1490,302212,41212,3087,252971.53,13.64,7.49,0.04,169.78,16878.0,Aug,8,Q3
2024-08-07,Social Media,Spring Launch,South,18-24,4403,315051,12554,463,86940.56,3.98,3.69,0.35,19.75,1874.6,Aug,8,Q3
2024-08-07,Social Media,Summer Sale,East,18-24,6557,545062,32602,1187,72983.34,5.98,3.64,0.2,11.13,1013.1,Aug,8,Q3
2024-08-07,Social Media,Black Friday,South,35-44,5618,1057169,79092,3098,412198.9,7.48,3.92,0.07,73.37,7237.1,Aug,8,Q3
2024-08-08,Email,Brand Awareness,East,18-24,1595,200078,28323,2268,319091.14,14.16,8.01,0.06,200.06,19905.7,Aug,8,Q3
2024-08-08,Social Media,Summer Sale,Central,35-44,5601,1042409,61615,1679,417734.29,5.91,2.72,0.09,74.58,7358.2,Aug,8,Q3
2024-08-08,Google Ads,New Year,West,55+,3210,196855,6607,431,49834.81,3.36,6.52,0.49,15.52,1452.5,Aug,8,Q3
2024-08-08,SEO,Summer Sale,North,55+,921,116692,5350,353,42910.7,4.58,6.6,0.17,46.59,4559.1,Aug,8,Q3
2024-08-09,Google Ads,Black Friday,Central,25-34,12872,1582764,36959,1996,348351.69,2.34,5.4,0.35,27.06,2606.3,Aug,8,Q3
2024-08-10,Social Media,New Year,Central,18-24,6424,1239768,87472,4209,300881.01,7.06,4.81,0.07,46.84,4583.7,Aug,8,Q3
2024-08-10,Google Ads,New Year,Central,35-44,7272,1333463,55861,3086,188547.42,4.19,5.52,0.13,25.93,2492.8,Aug,8,Q3
2024-08-10,SEO,Summer Sale,East,25-34,4066,859837,44210,2912,199922.92,5.14,6.59,0.09,49.17,4816.9,Aug,8,Q3
2024-08-11,Google Ads,Brand Awareness,West,35-44,7120,1036813,31385,1890,389882.3,3.03,6.02,0.23,54.76,5375.9,Aug,8,Q3
2024-08-11,Google Ads,Summer Sale,South,25-34,14717,4083133,142298,6923,677325.34,3.49,4.87,0.1,46.02,4502.3,Aug,8,Q3
2024-08-11,Email,Spring Launch,East,35-44,881,162381,23327,1992,153033.09,14.37,8.54,0.04,173.7,17270.4,Aug,8,Q3
2024-08-11,SEO,Brand Awareness,North,35-44,1565,267705,8167,520,92369.74,3.05,6.37,0.19,59.02,5802.2,Aug,8,Q3
2024-08-12,Google Ads,Spring Launch,West,35-44,11622,2249244,123579,7215,1422051.06,5.49,5.84,0.09,122.36,12135.9,Aug,8,Q3
2024-08-12,Social Media,Black Friday,West,35-44,1740,303745,18620,765,112741.1,6.13,4.11,0.09,64.79,6379.4,Aug,8,Q3
2024-08-13,Influencer,Summer Sale,Central,25-34,7547,1599907,109258,5566,911908.37,6.83,5.09,0.07,120.83,11983.1,Aug,8,Q3
2024-08-13,Google Ads,Black Friday,North,35-44,3180,460972,17880,1083,225366.42,3.88,6.06,0.18,70.87,6987.0,Aug,8,Q3
2024-08-14,Email,Brand Awareness,South,25-34,2818,159672,24987,2124,119700.75,15.65,8.5,0.11,42.48,4147.7,Aug,8,Q3
2024-08-14,Email,Black Friday,Central,25-34,1062,189252,29592,2446,274431.88,15.64,8.27,0.04,258.41,25741.0,Aug,8,Q3
2024-08-14,SEO,Black Friday,East,35-44,3583,967153,54758,3921,399670.7,5.66,7.16,0.07,111.55,11054.6,Aug,8,Q3
2024-08-14,Social Media,Brand Awareness,East,25-34,6176,1123591,63016,2520,161135.44,5.61,4.0,0.1,26.09,2509.1,Aug,8,Q3
2024-08-14,Social Media,Black Friday,Central,18-24,3531,1013856,49597,1560,339471.79,4.89,3.15,0.07,96.14,9514.0,Aug,8,Q3
2024-08-14,Google Ads,Summer Sale,West,18-24,7383,1604428,46291,3164,167076.93,2.89,6.84,0.16,22.63,2163.0,Aug,8,Q3
2024-08-16,Google Ads,Black Friday,West,45-54,3965,1030633,50751,3599,779426.09,4.92,7.09,0.08,196.58,19557.7,Aug,8,Q3
2024-08-17,Google Ads,Black Friday,South,25-34,7881,2001279,101625,5605,874949.5,5.08,5.52,0.08,111.02,11002.0,Aug,8,Q3
2024-08-17,Email,Brand Awareness,East,25-34,2338,287183,44202,3636,527584.5,15.39,8.23,0.05,225.66,22465.6,Aug,8,Q3
2024-08-17,Google Ads,Black Friday,West,18-24,7280,1982865,72265,3707,922046.24,3.64,5.13,0.1,126.65,12565.5,Aug,8,Q3
2024-08-18,Google Ads,Brand Awareness,South,25-34,14239,2185437,75610,4353,663649.79,3.46,5.76,0.19,46.61,4560.8,Aug,8,Q3
2024-08-18,Social Media,Brand Awareness,South,55+,5539,1237181,69593,3138,294147.78,5.63,4.51,0.08,53.1,5210.5,Aug,8,Q3
2024-08-18,Influencer,Black Friday,West,55+,8906,683473,61308,3046,487752.66,8.97,4.97,0.15,54.77,5376.7,Aug,8,Q3
2024-08-18,SEO,Brand Awareness,West,18-24,934,248125,10119,676,43753.6,4.08,6.68,0.09,46.85,4584.5,Aug,8,Q3
2024-08-19,Google Ads,New Year,South,55+,3612,630980,21403,1311,274907.02,3.39,6.13,0.17,76.11,7510.9,Aug,8,Q3
2024-08-20,Influencer,Black Friday,Central,35-44,5213,438588,36880,1647,321318.9,8.41,4.47,0.14,61.64,6063.8,Aug,8,Q3
2024-08-20,Email,Black Friday,North,25-34,2311,170645,25906,1971,393201.87,15.18,7.61,0.09,170.14,16914.4,Aug,8,Q3
2024-08-20,Google Ads,New Year,West,45-54,2546,388505,18838,1033,148344.73,4.85,5.48,0.14,58.27,5726.6,Aug,8,Q3
2024-08-20,Google Ads,Summer Sale,East,18-24,4655,1274889,57623,4233,845967.54,4.52,7.35,0.08,181.73,18073.3,Aug,8,Q3
2024-08-20,Google Ads,Spring Launch,Central,25-34,13427,1237418,61661,3408,558266.26,4.98,5.53,0.22,41.58,4057.8,Aug,8,Q3
2024-08-20,Email,Summer Sale,West,18-24,1824,349863,50662,3851,571021.77,14.48,7.6,0.04,313.06,31206.0,Aug,8,Q3
2024-08-21,Email,Summer Sale,Central,35-44,1403,141882,21404,1804,171907.04,15.09,8.43,0.07,122.53,12152.8,Aug,8,Q3
2024-08-21,Social Media,New Year,West,25-34,2289,642193,44444,1709,86173.66,6.92,3.85,0.05,37.65,3664.7,Aug,8,Q3
2024-08-22,SEO,Black Friday,West,25-34,4144,950382,37288,2533,466253.15,3.92,6.79,0.11,112.51,11151.3,Aug,8,Q3
2024-08-22,Influencer,Summer Sale,South,45-54,18120,1816441,148827,7228,669180.88,8.19,4.86,0.12,36.93,3593.1,Aug,8,Q3
2024-08-22,Social Media,Summer Sale,East,35-44,7749,1416210,75089,2434,254948.41,5.3,3.24,0.1,32.9,3190.1,Aug,8,Q3
2024-08-23,Email,Summer Sale,Central,18-24,1770,487252,75889,6095,1153964.48,15.57,8.03,0.02,651.96,65095.7,Aug,8,Q3
2024-08-23,Google Ads,New Year,South,18-24,13671,1080829,40801,2099,519463.26,3.77,5.14,0.34,38.0,3699.7,Aug,8,Q3
2024-08-23,Email,Brand Awareness,South,18-24,2514,559217,75340,6076,1500483.65,13.47,8.06,0.03,596.85,59585.1,Aug,8,Q3
2024-08-24,SEO,Spring Launch,East,35-44,4477,234427,9529,595,57464.03,4.06,6.24,0.47,12.84,1183.5,Aug,8,Q3
2024-08-24,SEO,Summer Sale,South,55+,4042,1007220,28260,1984,252789.15,2.81,7.02,0.14,62.54,6154.1,Aug,8,Q3
2024-08-24,Google Ads,New Year,West,18-24,14451,4322168,184423,11221,2400757.18,4.27,6.08,0.08,166.13,16513.1,Aug,8,Q3
2024-08-25,Social Media,Spring Launch,Central,55+,3799,1091095,77986,3394,653601.16,7.15,4.35,0.05,172.05,17104.6,Aug,8,Q3
2024-08-25,Social Media,New Year,North,35-44,5909,1111009,65734,2527,221139.99,5.92,3.84,0.09,37.42,3642.4,Aug,8,Q3
2024-08-25,SEO,New Year,East,45-54,3120,247506,12731,861,132823.43,5.14,6.76,0.25,42.57,4157.2,Aug,8,Q3
2024-08-26,Social Media,Spring Launch,West,25-34,5956,1043480,69754,2357,537026.67,6.68,3.38,0.09,90.17,8916.6,Aug,8,Q3
2024-08-26,Email,New Year,Central,18-24,1982,430200,56758,4613,500448.82,13.19,8.13,0.03,252.5,25149.7,Aug,8,Q3
2024-08-26,Social Media,Black Friday,West,25-34,7245,472659,30971,1207,66963.12,6.55,3.9,0.23,9.24,824.3,Aug,8,Q3
2024-08-26,Email,Summer Sale,North,45-54,1023,158846,20546,1602,306734.09,12.93,7.8,0.05,299.84,29883.8,Aug,8,Q3
2024-08-27,SEO,Black Friday,West,45-54,3250,533803,27643,2159,202027.08,5.18,7.81,0.12,62.16,6116.2,Aug,8,Q3
2024-08-27,Email,Black Friday,East,35-44,1099,157445,24009,2130,497089.49,15.25,8.87,0.05,452.31,45131.1,Aug,8,Q3
2024-08-27,Email,New Year,North,45-54,510,41330,6318,502,34116.28,15.29,7.95,0.08,66.89,6589.5,Aug,8,Q3
2024-08-28,Google Ads,Spring Launch,West,18-24,13241,1158098,58869,3110,492491.4,5.08,5.28,0.22,37.19,3619.4,Aug,8,Q3
2024-08-28,Social Media,Spring Launch,Central,55+,3350,263883,18046,555,37492.03,6.84,3.08,0.19,11.19,1019.2,Aug,8,Q3
2024-08-28,Email,Summer Sale,West,45-54,803,55075,7837,615,134544.79,14.23,7.85,0.1,167.55,16655.3,Aug,8,Q3
2024-08-28,Influencer,Black Friday,South,45-54,18405,3473541,228552,10557,1078552.29,6.58,4.62,0.08,58.6,5760.1,Aug,8,Q3
2024-08-30,Influencer,Spring Launch,West,55+,18059,2681326,184380,9979,460678.67,6.88,5.41,0.1,25.51,2451.0,Aug,8,Q3
2024-08-30,Influencer,Summer Sale,West,18-24,17437,5190561,361239,21514,2289961.48,6.96,5.96,0.05,131.33,13032.8,Aug,8,Q3
2024-08-30,Social Media,New Year,West,55+,6462,870892,50578,1580,153443.16,5.81,3.12,0.13,23.75,2274.5,Aug,8,Q3
2024-08-30,SEO,Black Friday,East,55+,1136,151011,5386,375,28984.72,3.57,6.96,0.21,25.51,2451.5,Aug,8,Q3
2024-08-30,Social Media,Spring Launch,Central,45-54,2173,377895,22152,1022,77387.98,5.86,4.61,0.1,35.61,3461.3,Aug,8,Q3
2024-08-31,Email,Brand Awareness,North,18-24,847,93775,15500,1178,112741.2,16.53,7.6,0.05,133.11,13210.6,Aug,8,Q3
2024-08-31,Influencer,Brand Awareness,East,25-34,5631,1072214,105859,5378,233968.68,9.87,5.08,0.05,41.55,4055.0,Aug,8,Q3
2024-08-31,Email,Black Friday,West,25-34,1472,424305,65896,5264,855666.73,15.53,7.99,0.02,581.3,58029.5,Aug,8,Q3
2024-08-31,Social Media,Brand Awareness,North,45-54,5074,723939,52086,2120,271175.0,7.19,4.07,0.1,53.44,5244.4,Aug,8,Q3
2024-09-01,Google Ads,Spring Launch,South,35-44,2086,195277,11739,639,143183.46,6.01,5.44,0.18,68.64,6764.0,Sep,9,Q3
2024-09-01,Influencer,Black Friday,South,45-54,13167,2687777,235355,10812,2154391.03,8.76,4.59,0.06,163.62,16262.0,Sep,9,Q3
2024-09-01,Social Media,Spring Launch,North,25-34,7755,1731911,105248,4649,418480.64,6.08,4.42,0.07,53.96,5296.3,Sep,9,Q3
2024-09-02,SEO,Spring Launch,Central,25-34,4670,1224917,51111,3534,686147.62,4.17,6.91,0.09,146.93,14592.7,Sep,9,Q3
2024-09-03,Google Ads,Spring Launch,Central,18-24,12172,1058281,42625,2542,276399.78,4.03,5.96,0.29,22.71,2170.8,Sep,9,Q3
2024-09-04,Influencer,Brand Awareness,West,45-54,12340,1944955,128230,5970,256448.48,6.59,4.66,0.1,20.78,1978.2,Sep,9,Q3
2024-09-04,Influencer,Summer Sale,West,18-24,13763,2183762,136847,7112,1301202.33,6.27,5.2,0.1,94.54,9354.4,Sep,9,Q3
2024-09-05,Social Media,Summer Sale,South,55+,5076,1223828,62297,2451,183977.5,5.09,3.93,0.08,36.24,3524.5,Sep,9,Q3
2024-09-05,Email,Brand Awareness,North,18-24,1442,280881,41878,3436,788847.92,14.91,8.2,0.03,547.05,54605.1,Sep,9,Q3
2024-09-05,Email,Black Friday,South,35-44,1278,332652,50991,4565,992512.1,15.33,8.95,0.03,776.61,77561.4,Sep,9,Q3
2024-09-05,Google Ads,Summer Sale,North,25-34,3225,740430,31318,1867,297524.9,4.23,5.96,0.1,92.26,9125.6,Sep,9,Q3
2024-09-05,Social Media,Spring Launch,East,45-54,3862,296424,20367,720,50550.52,6.87,3.54,0.19,13.09,1208.9,Sep,9,Q3
2024-09-06,Email,Summer Sale,South,25-34,914,118971,18009,1378,107537.09,15.14,7.65,0.05,117.66,11665.5,Sep,9,Q3
2024-09-06,Social Media,New Year,Central,55+,3676,310697,18033,700,28937.55,5.8,3.88,0.2,7.87,687.2,Sep,9,Q3
2024-09-06,Email,Spring Launch,North,18-24,2673,677042,100403,8575,1217416.81,14.83,8.54,0.03,455.45,45445.0,Sep,9,Q3
2024-09-07,SEO,Brand Awareness,North,45-54,4914,838997,56457,4104,986934.1,6.73,7.27,0.09,200.84,19984.1,Sep,9,Q3
2024-09-07,SEO,Spring Launch,Central,25-34,974,88267,4881,366,44999.6,5.53,7.5,0.2,46.2,4520.1,Sep,9,Q3
2024-09-07,Google Ads,Black Friday,East,18-24,2715,537724,28853,1825,185695.09,5.37,6.33,0.09,68.4,6739.6,Sep,9,Q3
2024-09-07,SEO,Brand Awareness,South,25-34,1467,192334,7964,634,33859.27,4.14,7.96,0.18,23.08,2208.1,Sep,9,Q3
2024-09-08,Email,Summer Sale,North,25-34,1667,266076,37460,2853,647001.84,14.08,7.62,0.04,388.12,38712.3,Sep,9,Q3
2024-09-08,Social Media,Summer Sale,North,45-54,1811,288929,12400,413,98747.36,4.29,3.33,0.15,54.53,5352.6,Sep,9,Q3
2024-09-08,SEO,Brand Awareness,South,35-44,2566,277035,12774,861,214288.13,4.61,6.74,0.2,83.51,8251.1,Sep,9,Q3
2024-09-09,Social Media,Black Friday,South,55+,2184,149467,11011,447,83175.7,7.37,4.06,0.2,38.08,3708.4,Sep,9,Q3
2024-09-10,Email,Black Friday,West,35-44,2236,448833,70542,5753,1029926.5,15.72,8.16,0.03,460.61,45961.1,Sep,9,Q3
2024-09-10,Social Media,Black Friday,East,35-44,1632,432279,28058,968,210576.82,6.49,3.45,0.06,129.03,12803.0,Sep,9,Q3
2024-09-12,SEO,Black Friday,North,45-54,1563,388286,15480,1109,261582.46,3.99,7.16,0.1,167.36,16635.9,Sep,9,Q3
2024-09-13,Email,Black Friday,West,18-24,2068,443964,69391,5315,563633.27,15.63,7.66,0.03,272.55,27155.0,Sep,9,Q3
2024-09-14,SEO,Spring Launch,North,45-54,4747,961358,57860,4088,585916.95,6.02,7.07,0.08,123.43,12242.9,Sep,9,Q3
2024-09-15,Social Media,Black Friday,North,45-54,3230,599997,39993,1645,407718.03,6.67,4.11,0.08,126.23,12522.8,Sep,9,Q3
2024-09-15,Google Ads,New Year,North,18-24,6186,461797,13151,746,181910.73,2.85,5.67,0.47,29.41,2840.7,Sep,9,Q3
2024-09-15,Social Media,New Year,North,55+,6256,488979,29025,995,211491.16,5.94,3.43,0.22,33.81,3280.6,Sep,9,Q3
2024-09-16,Google Ads,Summer Sale,East,45-54,3902,1107223,46389,3074,283195.16,4.19,6.63,0.08,72.58,7157.7,Sep,9,Q3
2024-09-16,Google Ads,Spring Launch,East,45-54,13857,2106417,103532,7106,842688.11,4.92,6.86,0.13,60.81,5981.3,Sep,9,Q3
2024-09-16,Email,Brand Awareness,East,55+,2437,149547,21844,1749,356067.76,14.61,8.01,0.11,146.11,14510.9,Sep,9,Q3
2024-09-16,Influencer,Spring Launch,Central,45-54,13238,3340868,277461,13848,962922.17,8.31,4.99,0.05,72.74,7173.9,Sep,9,Q3
2024-09-16,Social Media,Brand Awareness,Central,25-34,7353,1480046,91377,4019,394517.93,6.17,4.4,0.08,53.65,5265.4,Sep,9,Q3
2024-09-17,Social Media,Spring Launch,South,35-44,7588,805972,40055,1412,84064.26,4.97,3.53,0.19,11.08,1007.9,Sep,9,Q3
2024-09-17,Social Media,New Year,East,55+,5515,1410929,79071,3647,152992.59,5.6,4.61,0.07,27.74,2674.1,Sep,9,Q3
2024-09-17,Social Media,Black Friday,Central,45-54,3415,807480,47477,1719,373538.11,5.88,3.62,0.07,109.38,10838.2,Sep,9,Q3
2024-09-18,Influencer,Summer Sale,Central,25-34,8944,1402420,147209,7991,444156.44,10.5,5.43,0.06,49.66,4866.0,Sep,9,Q3
2024-09-18,Social Media,Brand Awareness,East,35-44,3560,985022,46771,1750,308573.75,4.75,3.74,0.08,86.68,8567.8,Sep,9,Q3
2024-09-20,SEO,Summer Sale,East,55+,1051,136297,5085,389,23165.72,3.73,7.65,0.21,22.04,2104.2,Sep,9,Q3
2024-09-20,Email,Summer Sale,Central,35-44,1217,120073,16657,1303,312893.82,13.87,7.82,0.07,257.1,25610.3,Sep,9,Q3
2024-09-21,SEO,Brand Awareness,West,45-54,2063,297100,17551,1318,258702.42,5.91,7.51,0.12,125.4,12440.1,Sep,9,Q3
2024-09-21,Social Media,Brand Awareness,Central,55+,4555,813892,38095,1230,101685.91,4.68,3.23,0.12,22.32,2132.4,Sep,9,Q3
2024-09-22,Influencer,Brand Awareness,East,55+,6633,1927015,149639,7126,421422.69,7.77,4.76,0.04,63.53,6253.4,Sep,9,Q3
2024-09-23,Social Media,Black Friday,East,18-24,1791,415448,23840,932,172032.91,5.74,3.91,0.08,96.05,9505.4,Sep,9,Q3
2024-09-23,Social Media,Black Friday,East,25-34,5362,1521143,96255,3642,206066.4,6.33,3.78,0.06,38.43,3743.1,Sep,9,Q3
2024-09-24,Google Ads,Summer Sale,West,35-44,8242,1125782,50016,2629,280756.49,4.44,5.26,0.16,34.06,3306.4,Sep,9,Q3
2024-09-24,Google Ads,Black Friday,North,18-24,11776,1935828,90489,4554,282493.68,4.67,5.03,0.13,23.99,2298.9,Sep,9,Q3
2024-09-24,SEO,Spring Launch,West,55+,1856,269459,12085,997,228247.48,4.48,8.25,0.15,122.98,12197.8,Sep,9,Q3
2024-09-25,Google Ads,Brand Awareness,East,55+,4626,821897,37719,2220,177646.86,4.59,5.89,0.12,38.4,3740.2,Sep,9,Q3
2024-09-27,Influencer,Spring Launch,West,45-54,16373,4429899,435754,20824,4464211.42,9.84,4.78,0.04,272.66,27165.7,Sep,9,Q3
2024-09-27,SEO,Summer Sale,Central,18-24,3394,380059,22046,1289,67928.32,5.8,5.85,0.15,20.01,1901.4,Sep,9,Q3
2024-09-27,Google Ads,New Year,West,25-34,6634,585476,20556,1198,297723.88,3.51,5.83,0.32,44.88,4387.8,Sep,9,Q3
2024-09-28,SEO,New Year,East,18-24,2046,357046,15303,1011,199214.68,4.29,6.61,0.13,97.37,9636.8,Sep,9,Q3
2024-09-28,Google Ads,Spring Launch,South,18-24,6835,670281,28762,1760,92537.22,4.29,6.12,0.24,13.54,1253.9,Sep,9,Q3
2024-09-28,Google Ads,Black Friday,East,55+,2125,308476,14444,882,46696.84,4.68,6.11,0.15,21.97,2097.5,Sep,9,Q3
2024-09-28,Social Media,Summer Sale,East,55+,7303,1096919,46574,1884,383540.29,4.25,4.05,0.16,52.52,5151.8,Sep,9,Q3
2024-09-29,Social Media,Black Friday,West,25-34,7402,1962968,140804,6984,1280990.13,7.17,4.96,0.05,173.06,17206.0,Sep,9,Q3
2024-09-29,Google Ads,Black Friday,East,25-34,11141,1308416,46983,2919,360210.54,3.59,6.21,0.24,32.33,3133.2,Sep,9,Q3
2024-09-30,Email,Black Friday,South,55+,1210,360045,57847,4745,1004284.21,16.07,8.2,0.02,829.99,82898.7,Sep,9,Q3
2024-09-30,SEO,Summer Sale,East,45-54,4883,563713,16949,1103,143638.23,3.01,6.51,0.29,29.42,2841.6,Sep,9,Q3
2024-09-30,Influencer,Summer Sale,West,55+,15991,2462515,202064,9485,958685.34,8.21,4.69,0.08,59.95,5895.2,Sep,9,Q3
2024-10-01,Social Media,Spring Launch,West,35-44,5959,811211,42867,1465,239070.31,5.28,3.42,0.14,40.12,3911.9,Oct,10,Q4
2024-10-01,SEO,Black Friday,South,45-54,1547,213310,9245,587,107217.23,4.33,6.35,0.17,69.31,6830.7,Oct,10,Q4
2024-10-01,Google Ads,Spring Launch,South,35-44,11370,1420654,80970,4889,1075931.48,5.7,6.04,0.14,94.63,9362.9,Oct,10,Q4
2024-10-01,Google Ads,Spring Launch,East,55+,11085,3280074,97009,5515,1338594.44,2.96,5.69,0.11,120.76,11975.7,Oct,10,Q4
2024-10-01,Social Media,Spring Launch,Central,45-54,5412,1415148,83268,3644,626391.97,5.88,4.38,0.06,115.74,11474.1,Oct,10,Q4
2024-10-02,Google Ads,Summer Sale,Central,35-44,3251,592834,24517,1314,200362.7,4.14,5.36,0.13,61.63,6063.1,Oct,10,Q4
2024-10-02,SEO,Summer Sale,West,35-44,4968,1246547,79872,5654,1056634.72,6.41,7.08,0.06,212.69,21168.8,Oct,10,Q4
2024-10-02,SEO,Summer Sale,South,18-24,3852,407050,27214,1862,124275.76,6.69,6.84,0.14,32.26,3126.3,Oct,10,Q4
2024-10-02,Email,Black Friday,South,18-24,1746,492852,74650,5802,631470.35,15.15,7.77,0.02,361.67,36066.7,Oct,10,Q4
2024-10-02,SEO,Spring Launch,South,25-34,3885,255698,15116,1106,197654.77,5.91,7.32,0.26,50.88,4987.6,Oct,10,Q4
2024-10-03,Google Ads,New Year,West,25-34,2588,527549,25509,1482,215216.46,4.84,5.81,0.1,83.16,8215.9,Oct,10,Q4
2024-10-03,SEO,New Year,South,25-34,1972,586221,26651,1679,342576.5,4.55,6.3,0.07,173.72,17272.0,Oct,10,Q4
2024-10-03,Social Media,New Year,South,25-34,5069,985457,72824,2901,606050.76,7.39,3.98,0.07,119.56,11856.0,Oct,10,Q4
2024-10-03,Social Media,Black Friday,South,35-44,7491,1571220,98078,4560,670318.81,6.24,4.65,0.08,89.48,8848.3,Oct,10,Q4
2024-10-03,Google Ads,Summer Sale,East,55+,9565,2628728,96489,5618,258872.46,3.67,5.82,0.1,27.06,2606.5,Oct,10,Q4
2024-10-03,Google Ads,Brand Awareness,East,45-54,7129,2079009,108243,6493,1585295.98,5.21,6.0,0.07,222.37,22137.3,Oct,10,Q4
2024-10-04,Email,Spring Launch,North,25-34,2384,682532,92119,7207,889664.86,13.5,7.82,0.03,373.18,37218.2,Oct,10,Q4
2024-10-04,Email,Spring Launch,Central,18-24,1998,555506,79397,6453,260101.25,14.29,8.13,0.03,130.18,12918.1,Oct,10,Q4
2024-10-05,Influencer,Black Friday,Central,55+,8063,1481883,125016,5933,548618.89,8.44,4.75,0.06,68.04,6704.2,Oct,10,Q4
2024-10-06,Influencer,Black Friday,West,25-34,4306,572616,36855,2023,229005.96,6.44,5.49,0.12,53.18,5218.3,Oct,10,Q4
2024-10-06,Google Ads,New Year,North,55+,14986,3657297,90290,5358,341702.75,2.47,5.93,0.17,22.8,2180.1,Oct,10,Q4
2024-10-06,Google Ads,Spring Launch,North,45-54,6106,1408780,66956,4330,884196.01,4.75,6.47,0.09,144.81,14380.8,Oct,10,Q4
2024-10-06,Google Ads,Black Friday,East,45-54,10363,1229934,61628,3507,393529.33,5.01,5.69,0.17,37.97,3697.4,Oct,10,Q4
2024-10-07,Email,Spring Launch,North,35-44,2797,651363,97336,7909,1785503.57,14.94,8.13,0.03,638.36,63736.4,Oct,10,Q4
2024-10-07,Google Ads,Black Friday,East,35-44,7375,1234372,50894,3334,520958.84,4.12,6.55,0.14,70.64,6963.8,Oct,10,Q4
2024-10-08,Google Ads,New Year,East,35-44,7383,958158,18743,1041,56403.29,1.96,5.55,0.39,7.64,664.0,Oct,10,Q4
2024-10-08,Google Ads,Brand Awareness,East,18-24,13236,2232219,132653,8050,952232.21,5.94,6.07,0.1,71.94,7094.3,Oct,10,Q4
2024-10-08,Social Media,Brand Awareness,East,35-44,4128,920243,46772,1857,143236.16,5.08,3.97,0.09,34.7,3369.9,Oct,10,Q4
2024-10-09,Social Media,Spring Launch,North,45-54,7343,706362,26445,1113,109912.04,3.74,4.21,0.28,14.97,1396.8,Oct,10,Q4
2024-10-09,Email,Summer Sale,West,45-54,605,39646,6572,516,119537.68,16.58,7.85,0.09,197.58,19658.3,Oct,10,Q4
2024-10-09,Google Ads,Black Friday,East,25-34,7460,2234550,70635,4001,931998.66,3.16,5.66,0.11,124.93,12393.3,Oct,10,Q4
